region,province,city_municipality,barangay,reg_code,prv_code,mun_code,bgy_code,geocode
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,DANLAGAN,04,056,29,003,0405629003
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,DUHAT,04,056,29,004,0405629004
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,HINGUIWIN,04,056,29,005,0405629005
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,KINAGUNAN IBABA,04,056,29,006,0405629006
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,KINAGUNAN ILAYA,04,056,29,007,0405629007
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,LIPATA,04,056,29,008,0405629008
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,MARAO,04,056,29,009,0405629009
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,MARQUEZ,04,056,29,010,0405629010
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,BURGOS (POB.),04,056,29,011,0405629011
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,CAMPO (POB.),04,056,29,012,0405629012
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,BASIAO (POB.),04,056,29,013,0405629013
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,PUNTA (POB.),04,056,29,014,0405629014
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,RIZAL,04,056,29,015,0405629015
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,SAN ISIDRO,04,056,29,016,0405629016
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,SAN VICENTE,04,056,29,017,0405629017
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,SIPA,04,056,29,018,0405629018
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,TULAY BUHANGIN,04,056,29,019,0405629019
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,VILLAPAZ,04,056,29,020,0405629020
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,WALAY,04,056,29,021,0405629021
REGION IV-A (CALABARZON),QUEZON,PADRE BURGOS,YAWE,04,056,29,022,0405629022
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,ALUPAYE,04,056,30,001,0405630001
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,AÑATO,04,056,30,002,0405630002
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,ANTIPOLO,04,056,30,003,0405630003
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BANTIGUE,04,056,30,004,0405630004
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BIGO,04,056,30,005,0405630005
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BINAHAAN,04,056,30,006,0405630006
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BUKAL,04,056,30,007,0405630007
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,IBABANG BAGUMBUNGAN,04,056,30,008,0405630008
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,IBABANG PALSABANGON,04,056,30,009,0405630009
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,IBABANG POLO,04,056,30,010,0405630010
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,IKIRIN,04,056,30,011,0405630011
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,ILAYANG BAGUMBUNGAN,04,056,30,012,0405630012
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,ILAYANG PALSABANGON,04,056,30,013,0405630013
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,ILAYANG POLO,04,056,30,014,0405630014
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,KANLURAN MALICBOY,04,056,30,015,0405630015
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,MAPAGONG,04,056,30,016,0405630016
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,MAYHAY,04,056,30,017,0405630017
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,PINAGBAYANAN,04,056,30,018,0405630018
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BARANGAY 1 CASTILLO (POB.),04,056,30,019,0405630019
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BARANGAY 2 DAUNGAN (POB.),04,056,30,020,0405630020
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BARANGAY 3 DEL CARMEN (POB.),04,056,30,021,0405630021
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BARANGAY 4 PARANG (POB.),04,056,30,022,0405630022
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BARANGAY 5 SANTA CATALINA (POB.),04,056,30,023,0405630023
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,BARANGAY 6 TAMBAK (POB.),04,056,30,024,0405630024
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,SILANGAN MALICBOY,04,056,30,025,0405630025
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,TALIPAN,04,056,30,026,0405630026
REGION IV-A (CALABARZON),QUEZON,PAGBILAO,TUKALAN,04,056,30,027,0405630027
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,BALUNGAY,04,056,31,001,0405631001
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,BATO,04,056,31,002,0405631002
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,BONBON,04,056,31,003,0405631003
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,CALASUMANGA,04,056,31,004,0405631004
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,KINALAGTI,04,056,31,005,0405631005
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,LIBO,04,056,31,006,0405631006
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,LIPATA,04,056,31,007,0405631007
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,MATANGKAP,04,056,31,008,0405631008
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,MILAWID,04,056,31,009,0405631009
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,PAGITAN,04,056,31,010,0405631010
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,PANDAN,04,056,31,011,0405631011
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,SAN JUAN (POB.),04,056,31,012,0405631012
REGION IV-A (CALABARZON),QUEZON,PANUKULAN,RIZAL,04,056,31,013,0405631013
REGION IV-A (CALABARZON),QUEZON,PATNANUNGAN,AMAGA,04,056,32,001,0405632001
REGION IV-A (CALABARZON),QUEZON,PATNANUNGAN,BUSDAK,04,056,32,002,0405632002
REGION IV-A (CALABARZON),QUEZON,PATNANUNGAN,KILOGAN,04,056,32,003,0405632003
REGION IV-A (CALABARZON),QUEZON,PATNANUNGAN,LUOD,04,056,32,004,0405632004
REGION IV-A (CALABARZON),QUEZON,PATNANUNGAN,PATNANUNGAN NORTE,04,056,32,005,0405632005
REGION IV-A (CALABARZON),QUEZON,PATNANUNGAN,PATNANUNGAN SUR (POB.),04,056,32,006,0405632006
REGION IV-A (CALABARZON),QUEZON,PEREZ,MAABOT,04,056,33,001,0405633001
REGION IV-A (CALABARZON),QUEZON,PEREZ,MAINIT NORTE,04,056,33,002,0405633002
REGION IV-A (CALABARZON),QUEZON,PEREZ,MAINIT SUR,04,056,33,003,0405633003
REGION IV-A (CALABARZON),QUEZON,PEREZ,PAMBUHAN,04,056,33,004,0405633004
REGION IV-A (CALABARZON),QUEZON,PEREZ,PINAGTUBIGAN ESTE,04,056,33,005,0405633005
REGION IV-A (CALABARZON),QUEZON,PEREZ,PINAGTUBIGAN WESTE,04,056,33,006,0405633006
REGION IV-A (CALABARZON),QUEZON,PEREZ,PAGKAKAISA POB.,04,056,33,007,0405633007
REGION IV-A (CALABARZON),QUEZON,PEREZ,MAPAGMAHAL POB.,04,056,33,008,0405633008
REGION IV-A (CALABARZON),QUEZON,PEREZ,BAGONG PAG-ASA POB.,04,056,33,009,0405633009
REGION IV-A (CALABARZON),QUEZON,PEREZ,BAGONG SILANG POB.,04,056,33,010,0405633010
REGION IV-A (CALABARZON),QUEZON,PEREZ,RIZAL,04,056,33,011,0405633011
REGION IV-A (CALABARZON),QUEZON,PEREZ,SANGIRIN,04,056,33,012,0405633012
REGION IV-A (CALABARZON),QUEZON,PEREZ,VILLAMANZANO NORTE,04,056,33,013,0405633013
REGION IV-A (CALABARZON),QUEZON,PEREZ,VILLAMANZANO SUR,04,056,33,014,0405633014
REGION IV-A (CALABARZON),QUEZON,PITOGO,AMONTAY,04,056,34,001,0405634001
REGION IV-A (CALABARZON),QUEZON,PITOGO,COMETA,04,056,34,003,0405634003
REGION IV-A (CALABARZON),QUEZON,PITOGO,BIGA,04,056,34,004,0405634004
REGION IV-A (CALABARZON),QUEZON,PITOGO,BILUCAO,04,056,34,005,0405634005
REGION IV-A (CALABARZON),QUEZON,PITOGO,CABULIHAN,04,056,34,006,0405634006
REGION IV-A (CALABARZON),QUEZON,PITOGO,CAWAYANIN,04,056,34,007,0405634007
REGION IV-A (CALABARZON),QUEZON,PITOGO,GANGAHIN,04,056,34,008,0405634008
REGION IV-A (CALABARZON),QUEZON,PITOGO,IBABANG BURGOS,04,056,34,009,0405634009
REGION IV-A (CALABARZON),QUEZON,PITOGO,IBABANG PACATIN,04,056,34,010,0405634010
REGION IV-A (CALABARZON),QUEZON,PITOGO,IBABANG PIÑA,04,056,34,011,0405634011
REGION IV-A (CALABARZON),QUEZON,PITOGO,IBABANG SOLIYAO,04,056,34,012,0405634012
REGION IV-A (CALABARZON),QUEZON,PITOGO,ILAYANG BURGOS,04,056,34,013,0405634013
REGION IV-A (CALABARZON),QUEZON,PITOGO,ILAYANG PACATIN,04,056,34,014,0405634014
REGION IV-A (CALABARZON),QUEZON,PITOGO,ILAYANG PIÑA,04,056,34,015,0405634015
REGION IV-A (CALABARZON),QUEZON,PITOGO,ILAYANG SOLIYAO,04,056,34,016,0405634016
REGION IV-A (CALABARZON),QUEZON,PITOGO,NAG-CRUZ,04,056,34,017,0405634017
REGION IV-A (CALABARZON),QUEZON,PITOGO,OSMEÑA,04,056,34,018,0405634018
REGION IV-A (CALABARZON),QUEZON,PITOGO,PAYTE,04,056,34,019,0405634019
REGION IV-A (CALABARZON),QUEZON,PITOGO,PINAGBAYANAN,04,056,34,020,0405634020
REGION IV-A (CALABARZON),QUEZON,PITOGO,MASAYA (POB.),04,056,34,021,0405634021
REGION IV-A (CALABARZON),QUEZON,PITOGO,MANGGAHAN (POB.),04,056,34,022,0405634022
REGION IV-A (CALABARZON),QUEZON,PITOGO,DULONG BAYAN (POB.),04,056,34,023,0405634023
REGION IV-A (CALABARZON),QUEZON,PITOGO,PAG-ASA (POB.),04,056,34,024,0405634024
REGION IV-A (CALABARZON),QUEZON,PITOGO,CASTILLO (POB.),04,056,34,025,0405634025
REGION IV-A (CALABARZON),QUEZON,PITOGO,MAALIW (POB.),04,056,34,026,0405634026
REGION IV-A (CALABARZON),QUEZON,PITOGO,MAYUBOK (POB.),04,056,34,027,0405634027
REGION IV-A (CALABARZON),QUEZON,PITOGO,PAMILIHAN (POB.),04,056,34,028,0405634028
REGION IV-A (CALABARZON),QUEZON,PITOGO,DALAMPASIGAN (POB.),04,056,34,029,0405634029
REGION IV-A (CALABARZON),QUEZON,PITOGO,POCTOL,04,056,34,030,0405634030
REGION IV-A (CALABARZON),QUEZON,PITOGO,QUEZON,04,056,34,031,0405634031
REGION IV-A (CALABARZON),QUEZON,PITOGO,QUINAGASAN,04,056,34,032,0405634032
REGION IV-A (CALABARZON),QUEZON,PITOGO,RIZALINO,04,056,34,033,0405634033
REGION IV-A (CALABARZON),QUEZON,PITOGO,SAGUINSINAN,04,056,34,034,0405634034
REGION IV-A (CALABARZON),QUEZON,PITOGO,SAMPALOC,04,056,34,035,0405634035
REGION IV-A (CALABARZON),QUEZON,PITOGO,SAN ROQUE,04,056,34,036,0405634036
REGION IV-A (CALABARZON),QUEZON,PITOGO,SISIRIN,04,056,34,037,0405634037
REGION IV-A (CALABARZON),QUEZON,PITOGO,SUMAG ESTE,04,056,34,038,0405634038
REGION IV-A (CALABARZON),QUEZON,PITOGO,SUMAG NORTE,04,056,34,039,0405634039
REGION IV-A (CALABARZON),QUEZON,PITOGO,SUMAG WESTE,04,056,34,040,0405634040
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,CONCEPCION,04,056,35,002,0405635002
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,DUHAT,04,056,35,003,0405635003
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,ILAYA,04,056,35,004,0405635004
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,ILOSONG,04,056,35,005,0405635005
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,TANAUAN,04,056,35,007,0405635007
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,CENTRAL (POB.),04,056,35,008,0405635008
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,PAANG BUNDOK (POB.),04,056,35,009,0405635009
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,PAMPAARALAN (POB.),04,056,35,010,0405635010
REGION IV-A (CALABARZON),QUEZON,PLARIDEL,M. L. TUMAGAY POB.,04,056,35,011,0405635011
REGION IV-A (CALABARZON),QUEZON,POLILLO,ANAWAN,04,056,36,001,0405636001
REGION IV-A (CALABARZON),QUEZON,POLILLO,ATULAYAN,04,056,36,002,0405636002
REGION IV-A (CALABARZON),QUEZON,POLILLO,BALESIN,04,056,36,003,0405636003
REGION IV-A (CALABARZON),QUEZON,POLILLO,BAÑADERO,04,056,36,004,0405636004
REGION IV-A (CALABARZON),QUEZON,POLILLO,BINIBITINAN,04,056,36,005,0405636005
REGION IV-A (CALABARZON),QUEZON,POLILLO,BISLIAN,04,056,36,006,0405636006
REGION IV-A (CALABARZON),QUEZON,POLILLO,BUCAO,04,056,36,007,0405636007
REGION IV-A (CALABARZON),QUEZON,POLILLO,CANICANIAN,04,056,36,008,0405636008
REGION IV-A (CALABARZON),QUEZON,POLILLO,KALUBAKIS,04,056,36,009,0405636009
REGION IV-A (CALABARZON),QUEZON,POLILLO,LANGUYIN,04,056,36,010,0405636010
REGION IV-A (CALABARZON),QUEZON,POLILLO,LIBJO,04,056,36,011,0405636011
REGION IV-A (CALABARZON),QUEZON,POLILLO,PAMATDAN,04,056,36,012,0405636012
REGION IV-A (CALABARZON),QUEZON,POLILLO,PILION,04,056,36,013,0405636013
REGION IV-A (CALABARZON),QUEZON,POLILLO,PINAGLUBAYAN,04,056,36,014,0405636014
REGION IV-A (CALABARZON),QUEZON,POLILLO,POBLACION,04,056,36,015,0405636015
REGION IV-A (CALABARZON),QUEZON,POLILLO,SABANG,04,056,36,016,0405636016
REGION IV-A (CALABARZON),QUEZON,POLILLO,SALIPSIP,04,056,36,017,0405636017
REGION IV-A (CALABARZON),QUEZON,POLILLO,SIBULAN,04,056,36,018,0405636018
REGION IV-A (CALABARZON),QUEZON,POLILLO,TALUONG,04,056,36,019,0405636019
REGION IV-A (CALABARZON),QUEZON,POLILLO,TAMULAYA-ANITONG,04,056,36,020,0405636020
REGION IV-A (CALABARZON),QUEZON,QUEZON,APAD,04,056,37,001,0405637001
REGION IV-A (CALABARZON),QUEZON,QUEZON,ARGOSINO,04,056,37,002,0405637002
REGION IV-A (CALABARZON),QUEZON,QUEZON,CAGBALOGO,04,056,37,003,0405637003
REGION IV-A (CALABARZON),QUEZON,QUEZON,CARIDAD,04,056,37,004,0405637004
REGION IV-A (CALABARZON),QUEZON,QUEZON,COMETA,04,056,37,005,0405637005
REGION IV-A (CALABARZON),QUEZON,QUEZON,DEL PILAR,04,056,37,006,0405637006
REGION IV-A (CALABARZON),QUEZON,QUEZON,GUINHAWA,04,056,37,007,0405637007
REGION IV-A (CALABARZON),QUEZON,QUEZON,GUMUBAT,04,056,37,008,0405637008
REGION IV-A (CALABARZON),QUEZON,QUEZON,MAGSINO,04,056,37,009,0405637009
REGION IV-A (CALABARZON),QUEZON,QUEZON,MASCARIÑA,04,056,37,010,0405637010
REGION IV-A (CALABARZON),QUEZON,QUEZON,MONTAÑA,04,056,37,011,0405637011
REGION IV-A (CALABARZON),QUEZON,QUEZON,BARANGAY I (POB.),04,056,37,012,0405637012
REGION IV-A (CALABARZON),QUEZON,QUEZON,BARANGAY II (POB.),04,056,37,013,0405637013
REGION IV-A (CALABARZON),QUEZON,QUEZON,BARANGAY III (POB.),04,056,37,014,0405637014
REGION IV-A (CALABARZON),QUEZON,QUEZON,BARANGAY IV (POB.),04,056,37,015,0405637015
REGION IV-A (CALABARZON),QUEZON,QUEZON,BARANGAY V (POB.),04,056,37,016,0405637016
REGION IV-A (CALABARZON),QUEZON,QUEZON,BARANGAY VI (POB.),04,056,37,017,0405637017
REGION IV-A (CALABARZON),QUEZON,QUEZON,SABANG,04,056,37,018,0405637018
REGION IV-A (CALABARZON),QUEZON,QUEZON,SILANGAN,04,056,37,019,0405637019
REGION IV-A (CALABARZON),QUEZON,QUEZON,TAGKAWA,04,056,37,020,0405637020
REGION IV-A (CALABARZON),QUEZON,QUEZON,VILLA BELEN,04,056,37,021,0405637021
REGION IV-A (CALABARZON),QUEZON,QUEZON,VILLA FRANCIA,04,056,37,022,0405637022
REGION IV-A (CALABARZON),QUEZON,QUEZON,VILLA GOMEZ,04,056,37,023,0405637023
REGION IV-A (CALABARZON),QUEZON,QUEZON,VILLA MERCEDES,04,056,37,024,0405637024
REGION IV-A (CALABARZON),QUEZON,REAL,POBLACION I,04,056,38,001,0405638001
REGION IV-A (CALABARZON),QUEZON,REAL,CAPALONG,04,056,38,002,0405638002
REGION IV-A (CALABARZON),QUEZON,REAL,CAWAYAN,04,056,38,003,0405638003
REGION IV-A (CALABARZON),QUEZON,REAL,KILOLORAN,04,056,38,004,0405638004
REGION IV-A (CALABARZON),QUEZON,REAL,LLAVAC,04,056,38,005,0405638005
REGION IV-A (CALABARZON),QUEZON,REAL,LUBAYAT,04,056,38,006,0405638006
REGION IV-A (CALABARZON),QUEZON,REAL,MALAPAD,04,056,38,007,0405638007
REGION IV-A (CALABARZON),QUEZON,REAL,MARAGONDON,04,056,38,008,0405638008
REGION IV-A (CALABARZON),QUEZON,REAL,PANDAN,04,056,38,009,0405638009
REGION IV-A (CALABARZON),QUEZON,REAL,TANAUAN,04,056,38,011,0405638011
REGION IV-A (CALABARZON),QUEZON,REAL,TIGNOAN,04,056,38,012,0405638012
REGION IV-A (CALABARZON),QUEZON,REAL,UNGOS,04,056,38,013,0405638013
REGION IV-A (CALABARZON),QUEZON,REAL,POBLACION 61,04,056,38,014,0405638014
REGION IV-A (CALABARZON),QUEZON,REAL,MAUNLAD,04,056,38,015,0405638015
REGION IV-A (CALABARZON),QUEZON,REAL,BAGONG SILANG,04,056,38,016,0405638016
REGION IV-A (CALABARZON),QUEZON,REAL,MASIKAP,04,056,38,017,0405638017
REGION IV-A (CALABARZON),QUEZON,REAL,TAGUMPAY,04,056,38,018,0405638018
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,ALUPAY,04,056,39,001,0405639001
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,APASAN,04,056,39,002,0405639002
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,BANOT,04,056,39,003,0405639003
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,BATAAN,04,056,39,008,0405639008
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,BAYONGON,04,056,39,009,0405639009
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,BILUCAO,04,056,39,010,0405639010
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,CALDONG,04,056,39,011,0405639011
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,IBABANG OWAIN,04,056,39,012,0405639012
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,ILAYANG OWAIN,04,056,39,013,0405639013
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,MAMALA,04,056,39,014,0405639014
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,SAN BUENO,04,056,39,016,0405639016
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,SAN ISIDRO (POB.),04,056,39,017,0405639017
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,SAN ROQUE (POB.),04,056,39,018,0405639018
REGION IV-A (CALABARZON),QUEZON,SAMPALOC,TAQUICO,04,056,39,019,0405639019
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,ALIBIHABAN,04,056,40,001,0405640001
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,CAMFLORA,04,056,40,002,0405640002
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,MANGERO,04,056,40,003,0405640003
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,PANSOY,04,056,40,004,0405640004
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,TALA,04,056,40,005,0405640005
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,TALISAY,04,056,40,006,0405640006
REGION IV-A (CALABARZON),QUEZON,SAN ANDRES,POBLACION,04,056,40,007,0405640007
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,ARAWAN,04,056,41,001,0405641001
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,BAGONG NIING,04,056,41,002,0405641002
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,BALAT ATIS,04,056,41,003,0405641003
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,BRIONES,04,056,41,004,0405641004
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,BULIHAN,04,056,41,005,0405641005
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,BULIRAN,04,056,41,006,0405641006
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,CALLEJON,04,056,41,007,0405641007
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,CORAZON,04,056,41,008,0405641008
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,"MANUEL DEL VALLE, SR.",04,056,41,009,0405641009
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,LOOB,04,056,41,010,0405641010
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,MAGSAYSAY,04,056,41,011,0405641011
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,MATIPUNSO,04,056,41,012,0405641012
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,NIING,04,056,41,013,0405641013
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,POBLACION,04,056,41,014,0405641014
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,PULO,04,056,41,015,0405641015
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,PURY,04,056,41,016,0405641016
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,SAMPAGA,04,056,41,017,0405641017
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,SAMPAGUITA,04,056,41,018,0405641018
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,SAN JOSE,04,056,41,019,0405641019
REGION IV-A (CALABARZON),QUEZON,SAN ANTONIO,SINTURISAN,04,056,41,020,0405641020
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,BUTANGUIAD,04,056,42,001,0405642001
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,CASAY,04,056,42,003,0405642003
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,CAWAYAN I,04,056,42,004,0405642004
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,CAWAYAN II,04,056,42,005,0405642005
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,HUYON-UYON,04,056,42,006,0405642006
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,IBABANG TAYUMAN,04,056,42,007,0405642007
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,ILAYANG TAYUMAN,04,056,42,008,0405642008
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,INABUAN,04,056,42,009,0405642009
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,NASALAAN,04,056,42,010,0405642010
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,PAGSANGAHAN,04,056,42,011,0405642011
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,POBLACION,04,056,42,012,0405642012
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,PUGON,04,056,42,013,0405642013
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,SILONGIN,04,056,42,014,0405642014
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,DON JUAN VERCELOS,04,056,42,015,0405642015
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,MABUÑGA,04,056,42,016,0405642016
REGION IV-A (CALABARZON),QUEZON,SAN FRANCISCO,SANTO NIÑO,04,056,42,017,0405642017
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,ABUYON,04,056,44,001,0405644001
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,ANDRES BONIFACIO,04,056,44,002,0405644002
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,BANI,04,056,44,003,0405644003
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,BINAY,04,056,44,004,0405644004
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,BUENAVISTA,04,056,44,005,0405644005
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,BUSOKBUSOKAN,04,056,44,006,0405644006
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,CALWIT,04,056,44,008,0405644008
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,GUINHALINAN,04,056,44,009,0405644009
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,LACDAYAN,04,056,44,010,0405644010
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,MAGUITING,04,056,44,011,0405644011
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,MANLAMPONG,04,056,44,012,0405644012
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,PAGKAKAISA (POB.),04,056,44,013,0405644013
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,MALIGAYA (POB.),04,056,44,014,0405644014
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,BAYANIHAN (POB.),04,056,44,015,0405644015
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,PAGDADAMAYAN (POB.),04,056,44,016,0405644016
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,PUNTA,04,056,44,017,0405644017
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,RIZAL,04,056,44,018,0405644018
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,SAN ISIDRO,04,056,44,019,0405644019
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,SAN JUAN,04,056,44,020,0405644020
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,SAN VICENTE,04,056,44,021,0405644021
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,VIGO CENTRAL,04,056,44,022,0405644022
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,VILLA AURIN,04,056,44,023,0405644023
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,VILLA REYES,04,056,44,024,0405644024
REGION IV-A (CALABARZON),QUEZON,SAN NARCISO,WHITE CLIFF,04,056,44,025,0405644025
REGION IV-A (CALABARZON),QUEZON,SARIAYA,ANTIPOLO,04,056,45,001,0405645001
REGION IV-A (CALABARZON),QUEZON,SARIAYA,BALUBAL,04,056,45,002,0405645002
REGION IV-A (CALABARZON),QUEZON,SARIAYA,CONCEPCION PINAGBAKURAN,04,056,45,003,0405645003
REGION IV-A (CALABARZON),QUEZON,SARIAYA,BIGNAY 1,04,056,45,006,0405645006
REGION IV-A (CALABARZON),QUEZON,SARIAYA,BIGNAY 2,04,056,45,007,0405645007
